"quantitySum","d","side"
"11779.797181999971","2020-06-21 00:00:00","sell"
"30738.20037499993","2020-06-22 00:00:00","sell"
"19112.606215999942","2020-06-23 00:00:00","sell"
"26903.544060999946","2020-06-24 00:00:00","sell"
"27052.445168999897","2020-06-25 00:00:00","sell"
"23307.903474999897","2020-06-26 00:00:00","sell"
"22117.92131999999","2020-06-27 00:00:00","sell"
"14982.804528000019","2020-06-28 00:00:00","sell"
"20448.34079199998","2020-06-29 00:00:00","sell"
"15267.747466999966","2020-06-30 00:00:00","sell"
"19068.831704999993","2020-07-01 00:00:00","sell"
"21637.63048899998","2020-07-02 00:00:00","sell"
"13717.67381799999","2020-07-03 00:00:00","sell"
"13588.8196","2020-07-04 00:00:00","sell"
"16276.234269999964","2020-07-05 00:00:00","sell"
"28124.53801400001","2020-07-06 00:00:00","sell"
"16283.99134499996","2020-07-07 00:00:00","sell"
"28061.55187799977","2020-07-08 00:00:00","sell"
"22657.346086999827","2020-07-09 00:00:00","sell"
"18360.613167999818","2020-07-10 00:00:00","sell"
"10815.473292999915","2020-07-11 00:00:00","sell"
"14980.187703999782","2020-07-12 00:00:00","sell"
"19689.44333699961","2020-07-13 00:00:00","sell"
"21666.53695099951","2020-07-14 00:00:00","sell"
"18013.467256999786","2020-07-15 00:00:00","sell"
"20410.130008999877","2020-07-16 00:00:00","sell"
"13549.097216999928","2020-07-17 00:00:00","sell"
"10503.916508999959","2020-07-18 00:00:00","sell"
"11793.385809999956","2020-07-19 00:00:00","sell"
"15071.341137999927","2020-07-20 00:00:00","sell"
"26917.418609999873","2020-07-21 00:00:00","sell"
"21383.58243899992","2020-07-22 00:00:00","sell"
"22468.733008999956","2020-07-23 00:00:00","sell"
"18583.137397999955","2020-07-24 00:00:00","sell"
"17913.43568199995","2020-07-25 00:00:00","sell"
"30917.417185999846","2020-07-26 00:00:00","sell"
"70225.13335899971","2020-07-27 00:00:00","sell"
"42754.369328999855","2020-07-28 00:00:00","sell"
"33193.89099899991","2020-07-29 00:00:00","sell"
"25925.06294999995","2020-07-30 00:00:00","sell"
"31169.60517699988","2020-07-31 00:00:00","sell"
"37124.57026199986","2020-08-01 00:00:00","sell"
"41789.46569099986","2020-08-02 00:00:00","sell"
