res_dax,res_nq,res_dow,res_btc,res_snp500,res_crix
-0.06065231311690609,-0.10432498952824715,-0.07653946465739872,2.2193879840456594,-0.09820027003768937,2.863443917888689
-1.3345335399297362,-3.3848147085676468,-2.931844930895339,-3.0844905750269405,-2.5738732811990994,3.3489753392712895
3.9737593117280037,4.3098262600660435,3.1716180003675314,0.16720601719611533,3.335371159802761,-3.705876787516061
-0.9178278182640401,-0.5089832780845691,-0.37880185283558265,-0.7041369192871376,-0.41991867754168544,1.1445995597087588
0.6553288832104348,0.9536877411797327,0.6581053233958573,5.639372618204069,0.7515586048119958,-0.899596330339596
-0.1118365322333951,0.21592517410642087,-0.00689403726662742,-1.6399751109396705,0.07661824505509461,4.546458354169329
0.8092558255941509,0.8307939206541588,0.9059375683470242,-0.24040409699209359,0.8713282440962564,-1.5443816158318209
1.499938962661024,0.6200640455093069,0.2898843234064512,-0.2691551628871736,0.31160428170923354,-0.32498070402396917
-0.7076497992855091,0.20605768960419585,0.4396166410916573,-9.210883050841499,0.35364162214703854,0.35913323191296487
-0.7932617926455301,-0.29299711510841414,-0.08906399185649692,-0.15007641307881955,-0.11283006144712387,-10.84048941925244
0.28040294007424693,-0.18062387494588666,-0.17105455290944033,-1.0863746732848947,-0.18505617011373698,-1.137565310504643
-0.10336946277753749,-0.06563049033826825,0.04295096281059327,-3.3387894359366106,0.01641871046458865,-0.689679271156998
-0.0718027607737021,-1.09159856384364,-0.4478648705633227,3.929550492771579,-0.6514632870712984,-4.524249558055101
-0.10152393615708549,1.9086620234587628,0.4136771524289552,-2.4134042655928805,0.9739686154223406,5.518884819642438
-0.01976397835067359,-0.2615871305399672,0.6197580670303933,0.2906495330264383,0.12399828534378564,-3.253441021624541
-0.5103691262445141,0.7019754042463637,0.6273651355661942,0.2650004517978924,0.6609397573329348,1.0136181140273792
2.5225196465457143,0.9782642961860428,1.4283328678947214,-0.9429048354378136,1.2201050348280507,0.07116567009270502
-1.1782603546527763,-0.976987427830529,-0.9697221113945478,1.5541117102762896,-0.9640952153239444,-1.412452427553701
-0.07270110964720648,-0.5009162903913071,-0.03858669541899612,-3.800525983453651,-0.21688637153713336,1.733405678059879
0.003363408977873218,-0.42744091335667417,-0.06136411642692972,-1.0732431495089017,-0.21408020003981237,-4.012666314951221
-0.2535358512059431,-0.5844559607806451,-0.4421515073870298,0.4187057384842264,-0.4191624698747934,-0.598673954921926
-0.06065231311690609,0.07980247176740884,0.5835671364086122,-0.9192217327347496,0.12209101394139867,0.8172710720108691
0.040707330781939895,0.041956095202257876,-0.45534277205831875,0.05958813480763436,0.039372287184065644,-0.9532260730044231
1.8429556295516238,1.637248044179613,0.8965572726064823,-0.4100536167550456,0.7506691496745287,-0.025702902737196
-0.6906239612802971,-1.089717289111594,-0.5282136408213617,-0.3046619233513167,-0.5938437151740933,-0.5661809344146009
0.2571452380773919,-0.10212808243546531,-0.02088714926222362,-0.8929050507733576,-0.05491432222795757,-0.34443393649809084
0.29437371639015386,-0.44230327104386713,-0.5852624093003017,-3.5468282781050906,-0.43182084742555543,-1.255544170538167
-0.10037102211182049,-1.044377960767103,0.25035139465694733,-1.0230492987620026,-0.24382494077497435,-4.902393467989441
-0.7045366178801241,2.885695722202123,1.6136816895803714,0.7244108821202895,1.456725828447161,-1.106151921895786
