x,dax_TVKDE,nq_TVKDE,dow_TVKDE,crix_TVKDE,snp500_TVKDE,btc_TVKDE,dax_U,nq_U,dow_U,crix_U,snp500_U,btc_U
-36.545772886443224,2.3520280373540355e-16,2.3520280373540355e-16,2.4836100254577575e-16,0.0011902962745740464,2.4836100254577575e-16,0.00105682241181849,2.3520280373540355e-16,2.4836100254577575e-16,2.4836100254577575e-16,0.0011911426344553078,2.088864061146591e-16,0.0010577038493546614
-36.517258629314654,2.088864061146591e-16,2.220446049250313e-16,2.220446049250313e-16,0.0012279950189776588,2.220446049250313e-16,0.0010127069992241322,2.61519201356148e-16,2.088864061146591e-16,2.088864061146591e-16,0.0012288681845420957,2.220446049250313e-16,0.0010135516425173407
-36.48874437218609,2.3520280373540355e-16,2.088864061146591e-16,2.220446049250313e-16,0.0012646753683567477,1.9572820730428687e-16,0.0009685855957915141,2.220446049250313e-16,2.3520280373540355e-16,2.088864061146591e-16,0.0012655746154748323,2.220446049250313e-16,0.0009693934398451539
-36.46023011505753,1.8257000849391462e-16,2.61519201356148e-16,2.220446049250313e-16,0.0013001768797460845,2.746774001665202e-16,0.0009246228009646134,2.220446049250313e-16,2.3520280373540355e-16,1.9572820730428687e-16,0.001301101370205371,2.4836100254577575e-16,0.0009253939780653631
-36.431715857928964,2.220446049250313e-16,2.220446049250313e-16,2.088864061146591e-16,0.0013343407281052506,2.4836100254577575e-16,0.0008809750109083694,2.61519201356148e-16,2.220446049250313e-16,2.220446049250313e-16,0.0013352895107607398,2.088864061146591e-16,0.0008817097837844564
-36.4032016008004,2.088864061146591e-16,2.088864061146591e-16,2.088864061146591e-16,0.0013670108761371946,2.61519201356148e-16,0.0008377896273954431,2.61519201356148e-16,2.088864061146591e-16,1.9572820730428687e-16,0.0013679828888936115,2.3520280373540355e-16,0.0008384883817147526
-36.37468734367184,2.220446049250313e-16,2.088864061146591e-16,2.3520280373540355e-16,0.0013980352512185726,2.220446049250313e-16,0.0007952043868474095,2.3520280373540355e-16,2.4836100254577575e-16,2.220446049250313e-16,0.0013990293238494642,2.61519201356148e-16,0.0007958676231562402
-36.346173086543274,1.9572820730428687e-16,2.4836100254577575e-16,2.220446049250313e-16,0.0014272669171485112,2.3520280373540355e-16,0.0007533468113381705,2.0230730670947297e-16,2.220446049250313e-16,2.220446049250313e-16,0.0014282817749484628,2.4836100254577575e-16,0.0007539751365419323
-36.31765882941471,2.2862370433021743e-16,2.220446049250313e-16,2.3520280373540355e-16,0.0014545652281742986,2.3520280373540355e-16,0.0007123337816952834,2.220446049250313e-16,2.220446049250313e-16,2.4836100254577575e-16,0.0014555994964317895,2.4836100254577575e-16,0.0007129279001833633
-36.28914457228614,2.0230730670947297e-16,2.220446049250313e-16,2.1546550551984519e-16,0.0014797969526769235,2.220446049250313e-16,0.0006722712312454859,2.4836100254577575e-16,2.220446049250313e-16,2.3520280373540355e-16,0.001480849161946082,2.088864061146591e-16,0.0006728319357603348
-36.26063031515758,2.088864061146591e-16,2.220446049250313e-16,2.088864061146591e-16,0.0015028373539979086,2.4836100254577575e-16,0.0006332539572606432,2.2862370433021743e-16,2.4836100254577575e-16,2.088864061146591e-16,0.0015039059461389012,1.9572820730428687e-16,0.0006337821196099878
-36.232116058029014,1.9572820730428687e-16,2.220446049250313e-16,2.2862370433021743e-16,0.001523571216167977,2.4836100254577575e-16,0.0005953655457955041,2.3520280373540355e-16,2.61519201356148e-16,2.0230730670947297e-16,0.001524654551116726,2.4836100254577575e-16,0.0005958621075015562
-36.20360180090045,2.1546550551984519e-16,2.220446049250313e-16,2.1546550551984519e-16,0.0015418938027529864,2.220446049250313e-16,0.0005586784043783685,2.4836100254577575e-16,2.0230730670947297e-16,2.3520280373540355e-16,0.001542990165972543,2.220446049250313e-16,0.0005591443673545068
-36.17508754377189,2.220446049250313e-16,2.088864061146591e-16,1.8257000849391462e-16,0.0015577117376627926,2.3520280373540355e-16,0.0005232538959390932,2.2862370433021743e-16,2.088864061146591e-16,2.088864061146591e-16,0.0015588193482211647,2.4836100254577575e-16,0.0005236903132781412
-36.146573286643324,1.8914910789910075e-16,2.088864061146591e-16,2.2862370433021743e-16,0.0015709437975643234,2.4836100254577575e-16,0.0004891425664405672,2.3520280373540355e-16,2.1546550551984519e-16,2.220446049250313e-16,0.001572060816775751,2.220446049250313e-16,0.0004895505333929978
-36.118059029514754,1.8914910789910075e-16,2.4178190314058963e-16,2.3520280373540355e-16,0.001581521606492818,2.3520280373540355e-16,0.0004563844579285448,2.3520280373540355e-16,2.1546550551984519e-16,2.680983007613341e-16,0.0015826461470527296,2.1546550551984519e-16,0.0004567651031416309
-36.08954477238619,2.220446049250313e-16,2.4178190314058963e-16,2.0230730670947297e-16,0.0015893902243508044,2.4836100254577575e-16,0.00042500949813044467,2.088864061146591e-16,2.220446049250313e-16,2.088864061146591e-16,0.0015905203598895678,2.3520280373540355e-16,0.000425363975212609
-36.06103051525763,2.1546550551984519e-16,2.0230730670947297e-16,1.9572820730428687e-16,0.00159450862220885,2.4836100254577575e-16,0.0003950379573191223,2.3520280373540355e-16,1.9572820730428687e-16,2.088864061146591e-16,0.0015956423971831865,2.61519201356148e-16,0.00039536743678500783
-36.032516258129064,2.4836100254577575e-16,2.220446049250313e-16,2.220446049250313e-16,0.0015968500386541649,2.1546550551984519e-16,0.0003664809629035385,2.4836100254577575e-16,2.1546550551984519e-16,2.220446049250313e-16,0.0015979854784921085,2.1546550551984519e-16,0.0003667866245486761
-36.0040020010005,2.088864061146591e-16,2.4178190314058963e-16,1.9572820730428687e-16,0.0015964022128570018,2.4178190314058963e-16,0.00033934106211484626,2.220446049250313e-16,2.220446049250313e-16,2.088864061146591e-16,0.0015975373342685193,2.4178190314058963e-16,0.0003396240878591643
-35.97548774387194,2.220446049250313e-16,2.3520280373540355e-16,2.0230730670947297e-16,0.001593167491514945,2.220446049250313e-16,0.0003136128232067892,2.5494010195096187e-16,2.088864061146591e-16,2.220446049250313e-16,0.0015943003128786218,2.3520280373540355e-16,0.00031387439043992714
-35.946973486743374,1.8914910789910075e-16,2.4836100254577575e-16,2.220446049250313e-16,0.0015871628083694302,2.4178190314058963e-16,0.0002892834657806862,2.4836100254577575e-16,2.1546550551984519e-16,1.694118096835424e-16,0.0015882913601045767,2.4178190314058963e-16,0.00028952474123290295
-35.91845922961481,2.220446049250313e-16,2.088864061146591e-16,1.759909090887285e-16,0.00157841953654515,2.3520280373540355e-16,0.0002663335111570119,2.220446049250313e-16,2.3520280373540355e-16,2.088864061146591e-16,0.0015795418713789513,2.1546550551984519e-16,0.00026655564531244283
-35.88994497248624,2.1546550551984519e-16,2.1546550551984519e-16,2.088864061146591e-16,0.001566983215513578,2.3520280373540355e-16,0.00024473744413881055,2.2862370433021743e-16,2.3520280373540355e-16,2.220446049250313e-16,0.0015680974185540584,1.9572820730428687e-16,0.0002449415662007145
-35.86143071535768,2.1546550551984519e-16,2.3520280373540355e-16,2.088864061146591e-16,0.0015529131560055654,2.2862370433021743e-16,0.00022446437803013395,2.1546550551984519e-16,2.220446049250313e-16,2.2862370433021743e-16,0.0015540173545336125,2.4836100254577575e-16,0.00022465159144093564
-35.832916458229114,1.9572820730428687e-16,2.088864061146591e-16,2.088864061146591e-16,0.0015362819276686958,2.1546550551984519e-16,0.00020547871536801053,2.3520280373540355e-16,1.8914910789910075e-16,2.1546550551984519e-16,0.0015373743005658324,2.4836100254577575e-16,0.0002056500938802177
-35.80440220110055,2.1546550551984519e-16,2.3520280373540355e-16,2.0230730670947297e-16,0.0015171747356619403,2.2862370433021743e-16,0.0001877407974860695,2.220446049250313e-16,2.2862370433021743e-16,2.220446049250313e-16,0.001518253522394753,1.9572820730428687e-16,0.00018789738177510116
-35.77588794397199,1.8914910789910075e-16,2.1546550551984519e-16,2.3520280373540355e-16,0.0014956886936795181,2.1546550551984519e-16,0.00017120753673333195,2.3520280373540355e-16,2.2862370433021743e-16,2.1546550551984519e-16,0.0014967522027673201,2.220446049250313e-16,0.00017135033153748956
-35.747373686843424,2.2862370433021743e-16,2.1546550551984519e-16,2.0230730670947297e-16,0.0014719320020815502,2.1546550551984519e-16,0.00015583302590961386,2.61519201356148e-16,2.4178190314058963e-16,2.3520280373540355e-16,0.0014729786189794636,2.088864061146591e-16,0.00015596299767865458
-35.718859429714854,2.088864061146591e-16,2.4178190314058963e-16,2.1546550551984519e-16,0.0014460230408590148,2.2862370433021743e-16,0.0001415691202333951,2.1546550551984519e-16,2.220446049250313e-16,2.1546550551984519e-16,0.001447051235196255,2.4836100254577575e-16,0.0001416871952620284
-35.69034517258629,2.4178190314058963e-16,2.3520280373540355e-16,1.9572820730428687e-16,0.0014180893880656135,2.088864061146591e-16,0.00012836598791451278,2.4178190314058963e-16,2.3520280373540355e-16,2.088864061146591e-16,0.0014190977201857349,2.088864061146591e-16,0.0001284730509355598
-35.66183091545773,2.1546550551984519e-16,2.088864061146591e-16,2.220446049250313e-16,0.0013882667750913964,2.220446049250313e-16,0.00011617262615317042,2.4178190314058963e-16,2.088864061146591e-16,1.9572820730428687e-16,0.0013892539018496733,2.3520280373540355e-16,0.00011626951936079029
-35.633316658329164,2.1546550551984519e-16,2.1546550551984519e-16,2.1546550551984519e-16,0.0013566979907277176,2.1875505522243825e-16,0.00010493734011267503,2.4836100254577575e-16,2.220446049250313e-16,2.220446049250313e-16,0.0013576626705094359,2.450714528431827e-16,0.00010502486258522344
-35.6048024012006,2.0230730670947297e-16,2.3520280373540355e-16,2.088864061146591e-16,0.0013235317463728454,2.319132540328105e-16,9.460818310947971e-05,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0013244728433044622,2.450714528431827e-16,9.468709059941638e-05
-35.57628814407204,2.2862370433021743e-16,2.2862370433021743e-16,2.319132540328105e-16,0.001288921514946625,2.3520280373540355e-16,8.5133356921016e-05,2.4178190314058963e-16,2.088864061146591e-16,2.2862370433021743e-16,0.001289838002281451,1.990177570068799e-16,8.520436197876732e-05
-35.547773886943475,1.9572820730428687e-16,2.4836100254577575e-16,1.924386576016938e-16,0.001253024356126914,2.3849235343799656e-16,7.646157172163667e-05,2.220446049250313e-16,2.2862370433021743e-16,1.9572820730428687e-16,0.001253915318795555,2.3520280373540355e-16,7.652534411957095e-05
-35.519259629814904,2.088864061146591e-16,2.4836100254577575e-16,2.2533415462762437e-16,0.0012159997403872508,2.220446049250313e-16,6.854236571560257e-05,2.4178190314058963e-16,2.1546550551984519e-16,2.3520280373540355e-16,0.0012168643767117248,2.220446049250313e-16,6.859953313871082e-05
-35.49074537268634,2.1217595581725215e-16,2.2862370433021743e-16,2.2862370433021743e-16,0.0011780083840144924,2.1875505522243825e-16,6.132638503820233e-05,2.1875505522243825e-16,2.1546550551984519e-16,2.1217595581725215e-16,0.0011788460065941108,2.680983007613341e-16,6.13775340080848e-05
-35.46223111555778,2.088864061146591e-16,2.220446049250313e-16,2.1875505522243825e-16,0.0011392111068243885,2.088864061146591e-16,5.4765624940285524e-05,2.2533415462762437e-16,2.3520280373540355e-16,2.319132540328105e-16,0.0011400211426093297,2.2862370433021743e-16,5.48113019404857e-05
-35.433716858429214,2.088864061146591e-16,2.220446049250313e-16,2.1875505522243825e-16,0.0010997677236843746,2.2862370433021743e-16,4.881363365581236e-05,2.2862370433021743e-16,2.1546550551984519e-16,2.0559685641206603e-16,0.0011005497132611716,2.3520280373540355e-16,4.885434642694521e-05
-35.40520260130065,2.088864061146591e-16,2.4178190314058963e-16,2.1546550551984519e-16,0.0010598359802082573,2.2862370433021743e-16,4.3425680675438335e-05,2.4178190314058963e-16,2.2533415462762437e-16,2.2533415462762437e-16,0.0010605895763284112,2.2533415462762437e-16,4.3461899650882236e-05
-35.37668834417209,1.924386576016938e-16,2.1217595581725215e-16,1.9572820730428687e-16,0.0010195705421255216,2.0559685641206603e-16,3.855889141576737e-05,2.2862370433021743e-16,2.1875505522243825e-16,2.0559685641206603e-16,0.00102029550751556,2.3520280373540355e-16,3.8591051269541174e-05
-35.348174087043525,2.2533415462762437e-16,2.1875505522243825e-16,2.0230730670947297e-16,0.0009791220468626635,2.088864061146591e-16,3.4172350481123105e-05,2.319132540328105e-16,2.2862370433021743e-16,2.088864061146591e-16,0.0009798182513598055,2.220446049250313e-16,3.420085176201996e-05
-35.319659829914954,2.088864061146591e-16,2.3849235343799656e-16,2.1875505522243825e-16,0.0009386362248254745,2.1217595581725215e-16,3.022717586978373e-05,2.3849235343799656e-16,2.4178190314058963e-16,2.1546550551984519e-16,0.0009393036418885456,2.319132540328105e-16,3.0252386697175265e-05
-35.29114557278639,2.1875505522243825e-16,2.220446049250313e-16,2.088864061146591e-16,0.000898253096758691,2.088864061146591e-16,2.668656657933867e-05,2.4836100254577575e-16,2.1217595581725215e-16,2.319132540328105e-16,0.0008988917994082323,2.2862370433021743e-16,2.670882437898037e-05
